date,beta_sent
2022-11-01,0.30952948331832886
2022-11-02,0.32308125495910645
2022-11-03,0.3114483952522278
2022-11-04,0.3168658912181854
2022-11-07,0.3018135726451874
2022-11-08,0.287864089012146
2022-11-09,0.2584111988544464
2022-11-10,0.2579009532928467
2022-11-11,0.2668887674808502
2022-11-14,0.28061020374298096
2022-11-15,0.2797870934009552
2022-11-16,0.272593230009079
2022-11-17,0.28924378752708435
2022-11-18,0.2784821689128876
2022-11-21,0.27378255128860474
2022-11-22,0.28606560826301575
2022-11-23,0.2862558364868164
2022-11-25,0.2691834270954132
2022-11-28,0.27838727831840515
2022-11-29,0.29701802134513855
2022-11-30,0.2729783356189728
2022-12-01,0.28107982873916626
2022-12-02,0.2672872841358185
2022-12-05,0.2746237814426422
2022-12-06,0.26044321060180664
2022-12-07,0.2595563530921936
2022-12-08,0.2641531229019165
2022-12-09,0.24256712198257446
2022-12-12,0.24651330709457397
2022-12-13,0.25756362080574036
2022-12-14,0.3136058449745178
2022-12-15,0.2972024381160736
2022-12-16,0.3182806074619293
2022-12-19,0.2795052230358124
2022-12-20,0.2746189534664154
2022-12-21,0.2798755466938019
2022-12-22,0.28216445446014404
2022-12-23,0.28509271144866943
2022-12-27,0.27472662925720215
2022-12-28,0.2627449631690979
2022-12-29,0.255561888217926
2022-12-30,0.25384286046028137
2023-01-03,0.2640071213245392
2023-01-04,0.2715432345867157
2023-01-05,0.2831414043903351
2023-01-06,0.2875831127166748
2023-01-09,0.2766337990760803
2023-01-10,0.2807634174823761
2023-01-11,0.30201253294944763
2023-01-12,0.309734582901001
2023-01-13,0.27716073393821716
2023-01-17,0.29085463285446167
2023-01-18,0.27404317259788513
2023-01-19,0.28057661652565
2023-01-20,0.2954057455062866
2023-01-23,0.30921390652656555
2023-01-24,0.30619993805885315
2023-01-25,0.3147166967391968
2023-01-26,0.29132750630378723
2023-01-27,0.2992297112941742
2023-01-30,0.30562177300453186
2023-01-31,0.2876130938529968
2023-02-01,0.29059410095214844
2023-02-02,0.28285449743270874
2023-02-03,0.27538004517555237
2023-02-06,0.2697436213493347
2023-02-07,0.26728636026382446
2023-02-08,0.25129204988479614
2023-02-09,0.25930529832839966
2023-02-10,0.27049511671066284
2023-02-13,0.26793766021728516
2023-02-14,0.27068591117858887
2023-02-15,0.27687010169029236
2023-02-16,0.28151437640190125
2023-02-17,0.26958128809928894
2023-02-21,0.2776191830635071
2023-02-22,0.2693834602832794
2023-02-23,0.286403089761734
2023-02-24,0.2627481520175934
2023-02-27,0.2800772488117218
2023-02-28,0.26379528641700745
2023-03-01,0.26629817485809326
2023-03-02,0.27832889556884766
2023-03-03,0.273901104927063
2023-03-06,0.28888317942619324
2023-03-07,0.279397577047348
2023-03-08,0.2803620994091034
2023-03-09,0.27535468339920044
2023-03-10,0.26716873049736023
2023-03-13,0.26366332173347473
2023-03-14,0.27676600217819214
2023-03-15,0.2718011736869812
2023-03-16,0.27016910910606384
2023-03-17,0.2641347646713257
2023-03-20,0.2619026303291321
2023-03-21,0.2941998839378357
2023-03-22,0.3110549747943878
2023-03-23,0.2938731014728546
2023-03-24,0.2835725247859955
2023-03-27,0.28831109404563904
2023-03-28,0.2925364077091217
2023-03-29,0.2921978533267975
2023-03-30,0.3152690827846527
2023-03-31,0.34233614802360535
2023-04-03,0.3589703440666199
2023-04-04,0.3373132646083832
2023-04-05,0.3088533878326416
2023-04-06,0.31432604789733887
2023-04-10,0.30404728651046753
2023-04-11,0.29049569368362427
2023-04-12,0.29480159282684326
2023-04-13,0.2879657745361328
2023-04-14,0.28183260560035706
2023-04-17,0.28967297077178955
2023-04-18,0.28624826669692993
2023-04-19,0.2815963625907898
2023-04-20,0.2889779806137085
2023-04-21,0.30214637517929077
2023-04-24,0.2867324650287628
2023-04-25,0.28320229053497314
2023-04-26,0.29218921065330505
2023-04-27,0.28919661045074463
2023-04-28,0.2750462591648102
2023-05-01,0.2883737087249756
2023-05-02,0.290640652179718
2023-05-03,0.2971031963825226
2023-05-04,0.3038496673107147
2023-05-05,0.2879311740398407
2023-05-08,0.2897939085960388
2023-05-09,0.2739050090312958
2023-05-10,0.2692413628101349
2023-05-11,0.2734382748603821
2023-05-12,0.27687740325927734
2023-05-15,0.27707523107528687
2023-05-16,0.27933913469314575
2023-05-17,0.3090079426765442
2023-05-18,0.30296748876571655
2023-05-19,0.3060784637928009
2023-05-22,0.2882652282714844
2023-05-23,0.30558672547340393
2023-05-24,0.30452442169189453
2023-05-25,0.3090856671333313
2023-05-26,0.30014902353286743
2023-05-30,0.3052211105823517
2023-05-31,0.29283568263053894
2023-06-01,0.30551525950431824
2023-06-02,0.29965731501579285
2023-06-05,0.29266929626464844
2023-06-06,0.30169498920440674
2023-06-07,0.27779972553253174
2023-06-08,0.29191407561302185
2023-06-09,0.28358012437820435
2023-06-12,0.2798166275024414
2023-06-13,0.2890391945838928
2023-06-14,0.2970515489578247
2023-06-15,0.31264790892601013
2023-06-16,0.3041606545448303
2023-06-20,0.31849825382232666
2023-06-21,0.2990320026874542
2023-06-22,0.29967498779296875
2023-06-23,0.28590914607048035
2023-06-26,0.278497576713562
2023-06-27,0.2889624238014221
2023-06-28,0.3076626658439636
2023-06-29,0.31048116087913513
2023-06-30,0.29955044388771057
2023-07-03,0.2891938090324402
2023-07-05,0.2973237931728363
2023-07-06,0.27874815464019775
2023-07-07,0.28651899099349976
2023-07-10,0.2870391011238098
2023-07-11,0.2943071722984314
2023-07-12,0.29685670137405396
2023-07-13,0.3010118305683136
2023-07-14,0.3086898922920227
2023-07-17,0.29531338810920715
2023-07-18,0.29916316270828247
2023-07-19,0.30394336581230164
2023-07-20,0.3083685040473938
2023-07-21,0.3268110156059265
2023-07-24,0.31430211663246155
2023-07-25,0.30894196033477783
2023-07-26,0.30196940898895264
2023-07-27,0.2969582974910736
2023-07-28,0.2907005548477173
2023-07-31,0.28840696811676025
2023-08-01,0.29105913639068604
2023-08-02,0.28297072649002075
2023-08-03,0.3015444576740265
2023-08-04,0.3144824802875519
2023-08-07,0.29970940947532654
2023-08-08,0.2867874205112457
2023-08-09,0.28061026334762573
2023-08-10,0.2796781063079834
2023-08-11,0.27109795808792114
2023-08-14,0.2742888033390045
2023-08-15,0.27806007862091064
2023-08-16,0.28095385432243347
2023-08-17,0.2917315661907196
2023-08-18,0.2867138087749481
2023-08-21,0.27762922644615173
2023-08-22,0.2733614146709442
2023-08-23,0.26365628838539124
2023-08-24,0.2704341411590576
2023-08-25,0.25649359822273254
2023-08-28,0.28101468086242676
2023-08-29,0.28608691692352295
2023-08-30,0.27979785203933716
2023-08-31,0.27169013023376465
2023-09-01,0.2869541645050049
2023-09-05,0.2651657164096832
2023-09-06,0.2807445228099823
2023-09-07,0.2760182321071625
2023-09-08,0.28898438811302185
2023-09-11,0.2648385167121887
2023-09-12,0.254193514585495
2023-09-13,0.25329822301864624
2023-09-14,0.25611430406570435
2023-09-15,0.2482338845729828
2023-09-18,0.25428661704063416
2023-09-19,0.26754236221313477
2023-09-20,0.28947439789772034
2023-09-21,0.27893751859664917
2023-09-22,0.28583648800849915
2023-09-25,0.26659736037254333
2023-09-26,0.24579964578151703
2023-09-27,0.2435102015733719
2023-09-28,0.2618067264556885
2023-09-29,0.2618366777896881
2023-10-02,0.26968827843666077
2023-10-03,0.277702659368515
2023-10-04,0.2720547616481781
2023-10-05,0.27012598514556885
2023-10-06,0.2853658199310303
2023-10-09,0.267182320356369
2023-10-10,0.27142155170440674
2023-10-11,0.29237765073776245
2023-10-12,0.312969446182251
2023-10-13,0.28831779956817627
2023-10-16,0.30362772941589355
2023-10-17,0.3086305260658264
2023-10-18,0.3012114465236664
2023-10-19,0.27957776188850403
2023-10-20,0.283447265625
2023-10-23,0.2871115803718567
2023-10-24,0.2734557092189789
2023-10-25,0.2549937665462494
2023-10-26,0.2738909125328064
2023-10-27,0.30256322026252747
2023-10-30,0.2978878915309906
2023-10-31,0.29769885540008545
2023-11-01,0.3152526915073395
2023-11-02,0.2885567843914032
2023-11-03,0.2981110215187073
2023-11-06,0.3055288791656494
2023-11-07,0.2995206117630005
2023-11-08,0.29792994260787964
2023-11-09,0.28468531370162964
2023-11-10,0.2674061059951782
2023-11-13,0.2673165798187256
2023-11-14,0.2584950923919678
2023-11-15,0.2623487114906311
2023-11-16,0.2911887764930725
2023-11-17,0.27972671389579773
2023-11-20,0.30152806639671326
2023-11-21,0.29142850637435913
2023-11-22,0.29204481840133667
2023-11-24,0.31170231103897095
2023-11-27,0.3179927468299866
2023-11-28,0.3128543198108673
2023-11-29,0.2855013906955719
2023-11-30,0.29929256439208984
2023-12-01,0.29671135544776917
2023-12-04,0.27350667119026184
2023-12-05,0.26557421684265137
2023-12-06,0.2778797447681427
2023-12-07,0.2885584533214569
2023-12-08,0.2924981713294983
2023-12-11,0.28523674607276917
2023-12-12,0.31306952238082886
2023-12-13,0.31410685181617737
2023-12-14,0.30954039096832275
2023-12-15,0.31325563788414
