date,n_eff_universe,n_eff_top5
2022-01-03,4.690164566040039,2.942981719970703
2022-01-04,4.1505513191223145,3.5871238708496094
2022-01-05,4.563377857208252,3.012152671813965
2022-01-06,4.214581489562988,3.398526430130005
2022-01-07,3.7750067710876465,1.4208128452301025
2022-01-10,4.512531757354736,3.0672028064727783
2022-01-11,4.141202449798584,2.7985165119171143
2022-01-12,3.9816935062408447,2.7192461490631104
2022-01-13,3.8153648376464844,2.8880209922790527
2022-01-14,3.905348539352417,2.4029672145843506
2022-01-18,4.145133018493652,2.3725264072418213
2022-01-19,3.941586971282959,1.9581319093704224
2022-01-20,3.5063774585723877,2.0163352489471436
2022-01-21,3.8333170413970947,1.5572105646133423
2022-01-24,4.104947090148926,2.1375200748443604
2022-01-25,4.112344264984131,2.696746826171875
2022-01-26,4.202145576477051,2.3883111476898193
2022-01-27,4.538284778594971,2.4842422008514404
2022-01-28,4.255648612976074,2.0891692638397217
2022-01-31,3.715672254562378,1.853211522102356
2022-02-01,3.8018126487731934,1.8849329948425293
2022-02-02,4.0607380867004395,2.1636579036712646
2022-02-03,4.56890344619751,2.6179134845733643
2022-02-04,3.650768756866455,2.1040422916412354
2022-02-07,4.473062038421631,2.394017219543457
2022-02-08,4.619293689727783,1.9874554872512817
2022-02-09,3.900810480117798,1.7975069284439087
2022-02-10,3.3959741592407227,1.7054061889648438
2022-02-11,4.36453104019165,1.7454754114151
2022-02-14,5.010805130004883,2.5263967514038086
2022-02-15,4.6741156578063965,2.0290117263793945
2022-02-16,3.8147966861724854,2.006941318511963
2022-02-17,4.409762382507324,2.177299737930298
2022-02-18,4.824897289276123,2.264981746673584
2022-02-22,5.019192218780518,2.304457664489746
2022-02-23,4.96579647064209,2.9058613777160645
2022-02-24,4.236288070678711,2.360119581222534
2022-02-25,4.0217509269714355,2.2553927898406982
2022-02-28,4.615240097045898,2.522006034851074
2022-03-01,4.291994094848633,2.3945281505584717
2022-03-02,4.039255619049072,1.8350502252578735
2022-03-03,3.54990816116333,3.221742868423462
2022-03-04,4.053502559661865,2.4030303955078125
2022-03-07,3.683755397796631,1.823757529258728
2022-03-08,4.168764114379883,1.6596359014511108
2022-03-09,4.52794075012207,2.11507511138916
2022-03-10,4.78794002532959,2.5587613582611084
2022-03-11,4.226386547088623,2.3297841548919678
2022-03-14,4.176731586456299,3.0819973945617676
2022-03-15,4.619394779205322,1.930846095085144
2022-03-16,4.766791343688965,2.3025667667388916
2022-03-17,5.365018367767334,2.1053736209869385
2022-03-18,4.635167598724365,2.003453016281128
2022-03-21,4.785231113433838,2.630603313446045
2022-03-22,4.2529296875,2.114062786102295
2022-03-23,3.8884880542755127,2.131030559539795
2022-03-24,3.4937922954559326,2.0489675998687744
2022-03-25,3.3681800365448,1.8025294542312622
2022-03-28,3.1173691749572754,1.4003674983978271
2022-03-29,3.9341042041778564,1.7616603374481201
2022-03-30,4.371532917022705,2.2730045318603516
2022-03-31,4.079970836639404,1.8871546983718872
2022-04-01,4.117128849029541,3.0916597843170166
2022-04-04,4.515861988067627,2.141099214553833
2022-04-05,4.61185884475708,2.4139328002929688
2022-04-06,4.291223526000977,2.4649784564971924
2022-04-07,3.7276339530944824,1.7636289596557617
2022-04-08,4.363253116607666,2.0395758152008057
2022-04-11,4.602088928222656,2.4877729415893555
2022-04-12,4.789702892303467,2.429857015609741
2022-04-13,4.811282634735107,2.0436527729034424
2022-04-14,4.748791217803955,2.2320876121520996
2022-04-18,4.242265701293945,2.1556015014648438
2022-04-19,4.79984188079834,2.3789093494415283
2022-04-20,5.045431613922119,2.2629711627960205
2022-04-21,4.691962718963623,1.9409788846969604
2022-04-22,4.926795482635498,2.4320878982543945
2022-04-25,4.985221862792969,2.8393309116363525
2022-04-26,5.034895896911621,2.9831583499908447
2022-04-27,4.938270568847656,2.3664510250091553
2022-04-28,4.967764377593994,2.3368592262268066
2022-04-29,4.96004056930542,2.3159308433532715
2022-05-02,4.276520729064941,1.7206844091415405
2022-05-03,4.526742458343506,1.9932551383972168
2022-05-04,4.905709743499756,2.4297924041748047
2022-05-05,4.974989891052246,2.588815212249756
2022-05-06,4.64212703704834,2.4808974266052246
2022-05-09,5.074612617492676,2.136195421218872
2022-05-10,4.877993583679199,2.0788934230804443
2022-05-11,4.736358165740967,2.407438039779663
2022-05-12,4.759206771850586,2.1977357864379883
2022-05-13,4.724511623382568,2.086556911468506
2022-05-16,5.234457492828369,2.618687868118286
2022-05-17,5.053366184234619,2.2403159141540527
2022-05-18,5.1430253982543945,3.1215593814849854
2022-05-19,4.441640377044678,3.0629472732543945
2022-05-20,4.801227569580078,2.4367120265960693
2022-05-23,5.366364479064941,2.5271108150482178
2022-05-24,5.6352081298828125,2.6416468620300293
2022-05-25,5.332723140716553,2.821120023727417
2022-05-26,4.900376319885254,2.60205340385437
2022-05-27,4.802451133728027,2.848832130432129
2022-05-31,5.158431529998779,2.874291181564331
2022-06-01,4.839821815490723,2.5698421001434326
2022-06-02,4.821473598480225,2.949385643005371
2022-06-03,4.456879615783691,2.529027223587036
2022-06-06,4.386722564697266,2.5092151165008545
2022-06-07,3.3993029594421387,1.8775290250778198
2022-06-08,4.137774467468262,2.044105291366577
2022-06-09,5.600034236907959,2.797913074493408
2022-06-10,4.783604145050049,2.237089157104492
2022-06-13,4.038339138031006,1.9205389022827148
2022-06-14,5.09476900100708,1.614711046218872
2022-06-15,5.784291744232178,2.3815758228302
2022-06-16,5.762689113616943,2.6378257274627686
