date,pos_edges,neg_edges,sent_edges,pos_sparsified,neg_sparsified,sent_sparsified,pos_max_deg,neg_max_deg,sent_max_deg,sent_vs_price_jaccard,jac_pos_prev,jac_neg_prev,jac_sent_prev
2023-03-17,71,0,35,False,False,False,10,0,7,0.08163265306122448,0.8461538461538461,1.0,0.6666666666666666
2023-03-20,46,0,34,True,False,False,5,0,7,0.03896103896103896,0.56,1.0,0.8648648648648649
2023-03-21,69,0,39,False,False,False,10,0,9,0.04854368932038835,0.5540540540540541,1.0,0.7804878048780488
2023-03-22,47,0,33,True,False,False,5,0,8,0.03896103896103896,0.6571428571428571,1.0,0.6
2023-03-23,51,0,38,True,False,False,5,0,8,0.03488372093023256,0.75,1.0,0.4791666666666667
2023-03-24,82,0,26,False,False,False,10,0,8,0.02857142857142857,0.5647058823529412,1.0,0.5238095238095238
2023-03-27,50,0,29,True,False,False,5,0,6,0.039473684210526314,0.6097560975609756,1.0,0.6666666666666666
2023-03-28,48,0,31,True,False,False,5,0,8,0.025974025974025976,0.7818181818181819,1.0,0.7647058823529411
2023-03-29,47,0,38,True,False,False,5,0,10,0.0625,0.8627450980392157,1.0,0.7692307692307693
2023-03-30,47,0,28,True,False,True,5,0,5,0.056338028169014086,0.7735849056603774,1.0,0.6097560975609756
2023-03-31,47,0,40,True,False,False,5,0,10,0.06097560975609756,0.7407407407407407,1.0,0.44680851063829785
2023-04-03,48,0,39,True,False,False,5,0,10,0.06097560975609756,0.7272727272727273,1.0,0.7954545454545454
2023-04-04,63,0,41,False,False,False,9,0,10,0.09473684210526316,0.6323529411764706,1.0,0.8604651162790697
2023-04-05,68,0,32,False,False,False,10,0,10,0.08695652173913043,0.7466666666666667,1.0,0.7804878048780488
2023-04-06,57,0,33,False,False,False,8,0,8,0.0975609756097561,0.6233766233766234,1.0,0.5853658536585366
2023-04-10,40,0,30,True,False,False,5,0,7,0.04477611940298507,0.7017543859649122,1.0,0.6153846153846154
2023-04-11,39,0,31,True,False,False,5,0,6,0.014492753623188406,0.7954545454545454,1.0,0.6944444444444444
2023-04-12,40,0,32,True,False,False,5,0,6,0.014084507042253521,0.8809523809523809,1.0,0.75
2023-04-13,38,0,31,False,False,False,6,0,7,0.029850746268656716,0.6595744680851063,1.0,0.75
2023-04-14,36,0,30,False,False,False,6,0,8,0.06451612903225806,0.8048780487804879,1.0,0.6944444444444444
2023-04-17,27,0,38,False,False,False,5,0,7,0.08333333333333333,0.6578947368421053,1.0,0.7
2023-04-18,32,0,40,False,False,False,5,0,9,0.14285714285714285,0.7878787878787878,1.0,0.7333333333333333
2023-04-19,30,0,41,False,False,False,5,0,9,0.09230769230769231,0.7222222222222222,1.0,0.62
2023-04-20,19,0,54,False,False,False,4,0,10,0.140625,0.6333333333333333,1.0,0.7592592592592593
2023-04-21,18,0,40,False,False,False,3,0,10,0.09433962264150944,0.48,1.0,0.5932203389830508
2023-04-24,16,0,40,False,False,False,3,0,10,0.07692307692307693,0.7,1.0,0.7021276595744681
2023-04-25,28,0,31,False,False,False,5,0,7,0.1346153846153846,0.5172413793103449,1.0,0.7317073170731707
2023-04-26,26,0,28,False,False,False,5,0,8,0.125,0.6363636363636364,1.0,0.6388888888888888
2023-04-27,26,0,28,False,False,False,5,0,7,0.10204081632653061,0.625,1.0,0.6
2023-04-28,25,0,22,False,False,False,6,0,5,0.06818181818181818,0.6451612903225806,1.0,0.5625
2023-05-01,18,0,20,False,False,False,6,0,4,0.05555555555555555,0.6538461538461539,1.0,0.68
2023-05-02,21,0,18,False,False,False,6,0,4,0.05405405405405406,0.6956521739130435,1.0,0.7272727272727273
2023-05-03,18,0,19,False,False,False,5,0,5,0.05714285714285714,0.7727272727272727,1.0,0.6818181818181818
2023-05-04,23,0,26,False,False,False,7,0,7,0.0425531914893617,0.5769230769230769,1.0,0.6071428571428571
2023-05-05,29,0,22,False,False,False,9,0,6,0.02,0.7333333333333333,1.0,0.5483870967741935
2023-05-08,32,0,29,False,False,False,9,0,7,0.07017543859649122,0.6944444444444444,1.0,0.5454545454545454
2023-05-09,30,0,32,False,False,False,7,0,7,0.03333333333333333,0.6756756756756757,1.0,0.8484848484848485
2023-05-10,27,0,26,False,False,False,7,0,6,0.0392156862745098,0.78125,1.0,0.7058823529411765
2023-05-11,30,0,21,False,False,False,7,0,6,0.0625,0.78125,1.0,0.6785714285714286
2023-05-12,31,0,21,False,False,False,9,0,5,0.0196078431372549,0.6052631578947368,1.0,0.9090909090909091
2023-05-15,29,0,23,False,False,False,9,0,7,0.0,0.875,1.0,0.76
2023-05-16,39,0,23,False,False,False,9,0,6,0.03333333333333333,0.7,1.0,0.7692307692307693
2023-05-17,44,0,25,False,False,False,10,0,7,0.014705882352941176,0.5370370370370371,1.0,0.5483870967741935
2023-05-18,45,0,28,False,False,False,10,0,6,0.0,0.6792452830188679,1.0,0.5588235294117647
2023-05-19,26,0,35,True,False,False,5,0,8,0.016666666666666666,0.4489795918367347,1.0,0.575
2023-05-22,25,0,36,True,False,False,5,0,7,0.016666666666666666,0.6451612903225806,1.0,0.6904761904761905
2023-05-23,35,0,40,False,False,False,8,0,8,0.013513513513513514,0.5789473684210527,1.0,0.6521739130434783
2023-05-24,35,0,37,False,False,False,8,0,10,0.02857142857142857,0.627906976744186,1.0,0.7111111111111111
2023-05-25,28,0,32,False,False,False,8,0,10,0.0,0.5,1.0,0.7692307692307693
2023-05-26,32,0,40,False,False,False,8,0,10,0.043478260869565216,0.7142857142857143,1.0,0.6363636363636364
2023-05-30,40,0,46,False,False,False,8,0,10,0.03614457831325301,0.7142857142857143,1.0,0.8297872340425532
2023-05-31,31,0,46,False,False,False,6,0,10,0.02666666666666667,0.775,1.0,0.8775510204081632
2023-06-01,32,1,49,False,False,False,8,1,10,0.05128205128205128,0.7027027027027027,0.0,0.8627450980392157
2023-06-02,36,0,38,False,False,False,7,0,10,0.07246376811594203,0.5454545454545454,0.0,0.6415094339622641
2023-06-05,31,0,37,False,False,False,8,0,8,0.0625,0.717948717948718,1.0,0.7857142857142857
2023-06-06,28,0,31,False,False,False,6,0,7,0.03508771929824561,0.84375,1.0,0.7435897435897436
2023-06-07,37,1,32,False,False,False,9,1,8,0.06060606060606061,0.5853658536585366,0.0,0.6153846153846154
2023-06-08,36,0,34,False,False,False,8,0,7,0.06060606060606061,0.7804878048780488,0.0,0.8333333333333334
2023-06-09,37,0,29,False,False,False,10,0,7,0.047619047619047616,0.825,1.0,0.5365853658536586
2023-06-12,39,0,27,False,False,False,10,0,7,0.06451612903225806,0.8536585365853658,1.0,0.6470588235294118
2023-06-13,39,0,29,False,False,False,10,0,6,0.11475409836065574,0.7727272727272727,1.0,0.6470588235294118
2023-06-14,34,0,30,False,False,False,8,0,6,0.06666666666666667,0.6976744186046512,1.0,0.84375
2023-06-15,33,0,34,False,False,False,8,0,7,0.046875,0.8108108108108109,1.0,0.7297297297297297
2023-06-16,36,0,35,False,False,False,8,0,8,0.028985507246376812,0.9166666666666666,1.0,0.8157894736842105
2023-06-20,43,0,37,False,False,False,8,0,8,0.05263157894736842,0.7954545454545454,1.0,0.8
2023-06-21,41,0,33,False,False,False,9,0,7,0.04225352112676056,0.7142857142857143,1.0,0.7948717948717948
2023-06-22,36,0,33,False,False,False,9,0,7,0.045454545454545456,0.75,1.0,0.7368421052631579
2023-06-23,45,0,38,False,False,False,10,0,7,0.05063291139240506,0.8,1.0,0.6904761904761905
2023-06-26,49,1,38,False,False,False,10,1,6,0.08641975308641975,0.8076923076923077,0.0,0.8536585365853658
2023-06-27,45,1,35,False,False,False,10,1,6,0.06578947368421052,0.8431372549019608,1.0,0.7380952380952381
2023-06-28,42,0,31,False,False,False,9,0,6,0.07352941176470588,0.851063829787234,0.0,0.7837837837837838
2023-06-29,40,0,27,False,False,False,10,0,7,0.08064516129032258,0.673469387755102,1.0,0.6571428571428571
2023-06-30,52,0,24,False,False,False,10,0,6,0.11764705882352941,0.7358490566037735,1.0,0.7
2023-07-03,32,1,26,False,False,False,6,1,7,0.1568627450980392,0.6153846153846154,0.0,0.6129032258064516
2023-07-05,26,1,28,False,False,False,5,1,7,0.1702127659574468,0.7575757575757576,1.0,0.7419354838709677
2023-07-06,33,0,29,False,False,False,8,0,7,0.19230769230769232,0.7352941176470589,0.0,0.6285714285714286
2023-07-07,33,0,34,False,False,False,7,0,7,0.046875,0.6097560975609756,1.0,0.8
2023-07-10,31,0,39,False,False,False,6,0,8,0.04477611940298507,0.7777777777777778,1.0,0.6976744186046512
2023-07-11,33,0,38,False,False,False,7,0,8,0.07575757575757576,0.8285714285714286,1.0,0.8780487804878049
2023-07-12,36,0,34,False,False,False,8,0,6,0.09375,0.8648648648648649,1.0,0.5652173913043478
2023-07-13,34,0,33,False,False,False,8,0,7,0.08064516129032258,0.8421052631578947,1.0,0.6341463414634146
2023-07-14,37,0,32,False,False,False,7,0,7,0.06153846153846154,0.775,1.0,0.7567567567567568
2023-07-17,32,0,30,False,False,False,7,0,7,0.0,0.7692307692307693,1.0,0.6756756756756757
2023-07-18,22,0,33,False,False,False,5,0,7,0.0,0.6363636363636364,1.0,0.8
2023-07-19,15,0,33,False,False,False,3,0,7,0.0,0.6086956521739131,1.0,0.7368421052631579
2023-07-20,20,1,33,False,False,False,3,1,7,0.058823529411764705,0.6666666666666666,0.0,0.8333333333333334
2023-07-21,20,1,32,False,False,False,4,1,8,0.06,0.5384615384615384,1.0,0.6666666666666666
2023-07-24,17,1,26,False,False,False,5,1,7,0.047619047619047616,0.6086956521739131,1.0,0.5675675675675675
2023-07-25,16,2,23,False,False,False,3,2,4,0.025,0.7368421052631579,0.5,0.6333333333333333
2023-07-26,16,2,26,False,False,False,3,2,6,0.023255813953488372,0.7777777777777778,1.0,0.48484848484848486
2023-07-27,19,2,29,False,False,False,3,2,7,0.02040816326530612,0.8421052631578947,1.0,0.7741935483870968
2023-07-28,15,2,31,False,False,False,4,2,8,0.02127659574468085,0.6190476190476191,1.0,0.8181818181818182
2023-07-31,9,1,38,False,False,False,2,1,9,0.0,0.6,0.5,0.725
2023-08-01,12,1,37,False,False,False,3,1,9,0.0,0.75,1.0,0.7441860465116279
2023-08-02,16,1,34,False,False,False,4,1,7,0.0,0.75,1.0,0.6511627906976745
2023-08-03,12,2,33,False,False,False,4,2,8,0.0,0.6470588235294118,0.5,0.717948717948718
2023-08-04,8,1,37,False,False,False,3,1,8,0.0,0.5384615384615384,0.5,0.7948717948717948
2023-08-07,9,1,37,False,False,False,3,1,8,0.0,0.8888888888888888,1.0,0.85
2023-08-08,9,1,31,False,False,False,3,1,7,0.0,1.0,1.0,0.7435897435897436
2023-08-09,9,1,27,False,False,False,3,1,7,0.0,0.8,1.0,0.7575757575757576
2023-08-10,10,1,23,False,False,False,3,1,4,0.0,0.9,1.0,0.7857142857142857
2023-08-11,11,1,19,False,False,False,3,1,5,0.03333333333333333,0.9090909090909091,1.0,0.6153846153846154
2023-08-14,11,1,25,False,False,False,3,1,7,0.027777777777777776,0.6923076923076923,1.0,0.5714285714285714
2023-08-15,14,1,31,False,False,False,5,1,8,0.022222222222222223,0.5625,1.0,0.6470588235294118
2023-08-16,21,1,37,False,False,False,7,1,9,0.017241379310344827,0.6666666666666666,1.0,0.7435897435897436
2023-08-17,19,0,31,False,False,True,5,0,5,0.0,0.5384615384615384,0.0,0.7
2023-08-18,22,0,39,False,False,False,5,0,10,0.016666666666666666,0.64,1.0,0.5909090909090909
2023-08-21,16,0,43,False,False,False,3,0,10,0.03508771929824561,0.52,1.0,0.7446808510638298
2023-08-22,14,0,30,False,False,True,3,0,5,0.023255813953488372,0.5,1.0,0.6222222222222222
2023-08-23,22,0,43,False,False,False,5,0,9,0.015625,0.5652173913043478,1.0,0.5869565217391305
2023-08-24,25,0,45,False,False,False,7,0,8,0.029411764705882353,0.6206896551724138,1.0,0.8333333333333334
2023-08-25,32,0,45,False,False,False,7,0,8,0.0547945205479452,0.6285714285714286,1.0,0.875
2023-08-28,36,0,41,False,False,False,9,0,8,0.0547945205479452,0.7894736842105263,1.0,0.7916666666666666
2023-08-29,42,0,40,False,False,False,9,0,8,0.10810810810810811,0.813953488372093,1.0,0.8
2023-08-30,44,1,37,False,False,False,8,1,8,0.07894736842105263,0.8297872340425532,0.0,0.75
2023-08-31,49,1,36,False,False,False,8,1,7,0.075,0.7547169811320755,1.0,0.7804878048780488
2023-09-01,60,1,31,False,False,False,10,1,6,0.045454545454545456,0.6029411764705882,1.0,0.5952380952380952
2023-09-05,53,1,32,False,False,False,9,1,7,0.04878048780487805,0.5915492957746479,1.0,0.7027027027027027
2023-09-06,52,1,33,False,False,False,8,1,8,0.06172839506172839,0.875,1.0,0.5476190476190477
2023-09-07,45,1,36,False,False,False,7,1,8,0.10810810810810811,0.7017543859649122,1.0,0.725
2023-09-08,46,1,44,False,False,False,7,1,9,0.12345679012345678,0.7843137254901961,1.0,0.6666666666666666
2023-09-11,39,0,47,False,False,False,7,0,10,0.08860759493670886,0.6666666666666666,0.0,0.6851851851851852
2023-09-12,35,0,32,False,False,True,6,0,5,0.08064516129032258,0.7619047619047619,1.0,0.6458333333333334
2023-09-13,22,1,50,False,False,False,4,1,10,0.04285714285714286,0.5833333333333334,0.0,0.5471698113207547
2023-09-14,26,1,53,False,False,False,5,1,10,0.02564102564102564,0.6551724137931034,1.0,0.7758620689655172
2023-09-15,27,0,54,False,False,False,5,0,10,0.06578947368421052,0.5588235294117647,0.0,0.7540983606557377
2023-09-18,29,0,54,False,False,False,5,0,10,0.0641025641025641,0.8064516129032258,1.0,0.8620689655172413
2023-09-19,27,0,31,False,False,True,5,0,5,0.07407407407407407,0.8064516129032258,1.0,0.46551724137931033
2023-09-20,32,0,34,False,False,True,5,0,5,0.06451612903225806,0.7878787878787878,1.0,0.6666666666666666
2023-09-21,45,0,51,False,False,False,9,0,9,0.06666666666666667,0.6041666666666666,1.0,0.6037735849056604
2023-09-22,38,0,42,False,False,False,8,0,8,0.06666666666666667,0.7659574468085106,1.0,0.6607142857142857
2023-09-25,39,0,42,False,False,False,7,0,8,0.038461538461538464,0.8780487804878049,1.0,0.68
2023-09-26,45,0,43,False,False,False,9,0,8,0.03529411764705882,0.7872340425531915,1.0,0.7346938775510204
2023-09-27,32,0,46,False,False,False,7,0,10,0.04,0.6739130434782609,1.0,0.8163265306122449
2023-09-28,33,0,27,False,False,True,7,0,5,0.01694915254237288,0.8571428571428571,1.0,0.5208333333333334
2023-09-29,37,0,28,False,False,True,8,0,5,0.015625,0.8421052631578947,1.0,0.6176470588235294
2023-10-02,34,0,42,False,False,False,6,0,9,0.07042253521126761,0.6511627906976745,1.0,0.5217391304347826
2023-10-03,30,0,43,False,False,False,5,0,10,0.057971014492753624,0.6,1.0,0.6346153846153846
2023-10-04,32,1,47,False,False,False,6,1,10,0.06666666666666667,0.8235294117647058,0.0,0.8
2023-10-05,39,1,43,False,False,False,6,1,9,0.0641025641025641,0.8205128205128205,1.0,0.7647058823529411
2023-10-06,33,1,47,False,False,False,6,1,9,0.06578947368421052,0.7560975609756098,1.0,0.6981132075471698
2023-10-09,32,0,46,False,False,False,6,0,9,0.02631578947368421,0.8571428571428571,0.0,0.7547169811320755
2023-10-10,34,0,46,False,False,False,7,0,10,0.02564102564102564,0.7837837837837838,1.0,0.7692307692307693
2023-10-11,35,0,46,False,False,False,6,0,8,0.038461538461538464,0.6428571428571429,1.0,0.7692307692307693
2023-10-12,35,0,43,False,False,False,6,0,9,0.05405405405405406,0.8421052631578947,1.0,0.7450980392156863
2023-10-13,30,0,38,False,False,False,6,0,8,0.0625,0.7105263157894737,1.0,0.6875
2023-10-16,31,0,42,False,False,False,6,0,7,0.07352941176470588,0.90625,1.0,0.7021276595744681
2023-10-17,28,0,44,False,False,False,6,0,8,0.07462686567164178,0.84375,1.0,0.8297872340425532
2023-10-18,39,0,42,False,False,False,8,0,7,0.08,0.675,1.0,0.6862745098039216
2023-10-19,31,0,45,False,False,False,6,0,9,0.07042253521126761,0.7073170731707317,1.0,0.7058823529411765
2023-10-20,31,0,33,False,False,True,5,0,5,0.0847457627118644,0.8235294117647058,1.0,0.6595744680851063
2023-10-23,27,0,50,False,False,False,5,0,10,0.0547945205479452,0.8125,1.0,0.5961538461538461
2023-10-24,25,0,34,False,False,False,4,0,8,0.07272727272727272,0.9259259259259259,1.0,0.6153846153846154
2023-10-25,21,2,37,False,False,False,4,2,7,0.034482758620689655,0.7037037037037037,0.0,0.868421052631579
2023-10-26,22,1,33,False,False,False,6,1,7,0.037037037037037035,0.72,0.5,0.7073170731707317
2023-10-27,24,1,34,False,False,False,6,1,7,0.05357142857142857,0.84,0.0,0.7631578947368421
2023-10-30,26,0,42,False,False,False,6,0,9,0.030303030303030304,0.8518518518518519,0.0,0.6888888888888889
2023-10-31,28,0,43,False,False,False,6,0,9,0.028985507246376812,0.6875,1.0,0.8085106382978723
2023-11-01,27,0,40,False,False,False,6,0,9,0.046875,0.8333333333333334,1.0,0.8043478260869565
2023-11-02,39,0,41,False,False,False,8,0,10,0.03896103896103896,0.6923076923076923,1.0,0.7608695652173914
2023-11-03,42,0,32,False,False,True,10,0,5,0.05714285714285714,0.7608695652173914,1.0,0.5208333333333334
2023-11-06,43,0,41,False,False,False,9,0,9,0.05,0.8478260869565217,1.0,0.6976744186046512
2023-11-07,31,0,37,False,False,False,8,0,8,0.030303030303030304,0.7209302325581395,1.0,0.8571428571428571
2023-11-08,31,0,30,False,False,False,9,0,6,0.016666666666666666,0.8787878787878788,1.0,0.6341463414634146
2023-11-09,35,0,32,False,False,False,9,0,6,0.015151515151515152,0.8857142857142857,1.0,0.7222222222222222
2023-11-10,42,0,36,False,False,False,10,0,7,0.05405405405405406,0.8333333333333334,1.0,0.6585365853658537
2023-11-13,40,0,45,False,False,False,9,0,7,0.04938271604938271,0.8636363636363636,1.0,0.723404255319149
2023-11-14,52,0,47,False,False,False,9,0,8,0.042105263157894736,0.6140350877192983,1.0,0.8775510204081632
2023-11-15,43,0,38,False,False,False,9,0,8,0.038461538461538464,0.6666666666666666,1.0,0.6666666666666666
2023-11-16,42,0,42,False,False,False,9,0,9,0.05,0.8085106382978723,1.0,0.6326530612244898
2023-11-17,38,0,43,False,False,False,8,0,10,0.038461538461538464,0.8181818181818182,1.0,0.7708333333333334
2023-11-20,37,0,37,False,False,False,8,0,8,0.04225352112676056,0.9230769230769231,1.0,0.7391304347826086
2023-11-21,39,0,40,False,False,False,8,0,8,0.039473684210526314,0.6521739130434783,1.0,0.7111111111111111
2023-11-22,44,0,33,False,False,False,9,0,7,0.0547945205479452,0.6938775510204082,1.0,0.7380952380952381
2023-11-24,49,0,38,False,False,False,9,0,8,0.03571428571428571,0.7547169811320755,1.0,0.775
2023-11-27,38,0,46,False,False,False,8,0,8,0.037037037037037035,0.6415094339622641,1.0,0.7142857142857143
2023-11-28,34,0,43,False,False,False,8,0,8,0.013157894736842105,0.8,1.0,0.7450980392156863
2023-11-29,41,0,43,False,False,False,8,0,9,0.05,0.8292682926829268,1.0,0.6226415094339622
2023-11-30,44,0,41,False,False,False,8,0,10,0.0625,0.8888888888888888,1.0,0.7872340425531915
2023-12-01,40,0,37,False,False,False,7,0,9,0.0547945205479452,0.75,1.0,0.5918367346938775
2023-12-04,42,0,47,False,False,False,8,0,10,0.09876543209876543,0.8222222222222222,1.0,0.6153846153846154
2023-12-05,43,0,42,False,False,False,8,0,10,0.04938271604938271,0.8478260869565217,1.0,0.6481481481481481
2023-12-06,36,0,44,False,False,False,7,0,9,0.03896103896103896,0.7954545454545454,1.0,0.7916666666666666
2023-12-07,35,0,44,False,False,False,8,0,9,0.025974025974025976,0.868421052631579,1.0,0.5714285714285714
2023-12-08,31,0,36,False,False,False,7,0,7,0.046875,0.7837837837837838,1.0,0.7391304347826086
2023-12-11,25,0,35,False,False,False,7,0,7,0.034482758620689655,0.8064516129032258,1.0,0.6136363636363636
2023-12-12,23,0,36,False,False,False,7,0,8,0.05357142857142857,0.8461538461538461,1.0,0.6904761904761905
2023-12-13,16,0,39,False,False,False,4,0,6,0.018518518518518517,0.4444444444444444,1.0,0.5957446808510638
2023-12-14,31,1,36,False,False,False,7,1,7,0.07936507936507936,0.42424242424242425,0.0,0.8292682926829268
2023-12-15,29,0,34,False,False,False,7,0,8,0.10526315789473684,0.7647058823529411,0.0,0.5217391304347826
