date,ic
2022-01-03,-0.14679802955665022
2022-01-04,0.09261083743842362
2022-01-05,0.40147783251231517
2022-01-06,0.001970443349753694
2022-01-07,0.24630541871921177
2022-01-10,0.17783251231527092
2022-01-11,0.1532019704433497
2022-01-12,0.08029556650246304
2022-01-13,-0.2527093596059113
2022-01-14,-0.5093596059113299
2022-01-18,-0.4669950738916255
2022-01-19,-0.18374384236453198
2022-01-20,-0.09999999999999998
2022-01-21,-0.2261083743842364
2022-01-24,-0.003940886699507388
2022-01-25,0.34187192118226595
2022-01-26,0.050738916256157625
2022-01-27,0.06009852216748767
2022-01-28,0.018719211822660092
2022-01-31,-0.40098522167487677
2022-02-01,-0.06798029556650244
2022-02-02,-0.02364532019704433
2022-02-03,-0.22216748768472902
2022-02-04,-0.3162561576354679
2022-02-07,-0.0985221674876847
2022-02-08,0.04729064039408866
2022-02-09,-0.025615763546798023
2022-02-10,0.038916256157635463
2022-02-11,-0.10443349753694578
2022-02-14,-0.00985221674876847
2022-02-15,0.28275862068965507
2022-02-16,-0.4364532019704433
2022-02-17,-0.26945812807881764
2022-02-18,-0.125615763546798
2022-02-22,0.10541871921182264
2022-02-23,0.12364532019704431
2022-02-24,0.0566502463054187
2022-02-25,-0.24729064039408863
2022-02-28,0.19507389162561573
2022-03-01,-0.008866995073891625
2022-03-02,-0.17290640394088666
2022-03-03,-0.34187192118226595
2022-03-04,-0.5364532019704432
2022-03-07,-0.038916256157635463
2022-03-08,-0.3497536945812807
2022-03-09,-0.031034482758620686
2022-03-10,0.04778325123152708
2022-03-11,0.251231527093596
2022-03-14,0.4285714285714285
2022-03-15,0.3945812807881772
2022-03-16,0.283743842364532
2022-03-17,-0.26945812807881764
2022-03-18,-0.3630541871921181
2022-03-21,-0.07586206896551723
2022-03-22,-0.05270935960591132
2022-03-23,-0.08522167487684727
2022-03-24,-0.14384236453201968
2022-03-25,0.37684729064039396
2022-03-28,0.12216748768472901
2022-03-29,0.0901477832512315
2022-03-30,0.07192118226600984
2022-03-31,0.3748768472906403
2022-04-01,0.028571428571428564
2022-04-04,0.2492610837438423
2022-04-05,0.1532019704433497
2022-04-06,-0.3940886699507388
2022-04-07,-0.5467980295566501
2022-04-08,-0.23399014778325114
2022-04-11,-0.12118226600985219
2022-04-12,0.1320197044334975
2022-04-13,0.3665024630541871
2022-04-14,-0.08522167487684727
2022-04-18,-0.13251231527093593
2022-04-19,0.051231527093596047
2022-04-20,0.042857142857142844
2022-04-21,-0.2655172413793103
2022-04-22,0.11083743842364528
2022-04-25,0.18226600985221672
2022-04-26,-0.09802955665024629
2022-04-27,0.056157635467980284
2022-04-28,-0.15467980295566497
2022-04-29,-0.4995073891625615
2022-05-02,-0.2995073891625615
2022-05-03,0.07044334975369455
2022-05-04,-0.006403940886699506
2022-05-05,0.20541871921182261
2022-05-06,0.20591133004926104
2022-05-09,0.11576354679802954
2022-05-10,0.05763546798029554
2022-05-11,-0.10935960591133002
2022-05-12,-0.30837438423645314
2022-05-13,-0.000985221674876847
2022-05-16,-0.30935960591132994
2022-05-17,-0.016256157635467977
2022-05-18,-0.14433497536945808
2022-05-19,0.06945812807881772
2022-05-20,0.0251231527093596
2022-05-23,-0.4665024630541871
2022-05-24,-0.15221674876847288
2022-05-25,-0.027093596059113295
2022-05-26,-0.17438423645320195
2022-05-27,-0.37389162561576345
2022-05-31,-0.28275862068965507
2022-06-01,-0.18669950738916252
2022-06-02,-0.12364532019704431
2022-06-03,-0.08423645320197042
2022-06-06,0.032512315270935954
2022-06-07,-0.225615763546798
2022-06-08,-0.21527093596059108
2022-06-09,-0.30443349753694576
2022-06-10,0.1004926108374384
2022-06-13,0.2374384236453201
2022-06-14,-0.17093596059113297
2022-06-15,-0.19458128078817727
2022-06-16,-0.27241379310344827
2022-06-17,-0.12266009852216746
2022-06-21,-0.2364532019704433
2022-06-22,-0.17881773399014775
2022-06-23,-0.09359605911330048
2022-06-24,-0.2068965517241379
2022-06-27,-0.05467980295566501
2022-06-28,0.1403940886699507
2022-06-29,0.11871921182266006
2022-06-30,-0.19113300492610832
2022-07-01,-0.12019704433497534
2022-07-05,0.1906403940886699
2022-07-06,-0.141871921182266
2022-07-07,-0.009359605911330046
2022-07-08,-0.1320197044334975
2022-07-11,-0.360591133004926
2022-07-12,-0.33103448275862063
2022-07-13,-0.2793103448275862
2022-07-14,-0.19852216748768467
2022-07-15,-0.32561576354679794
2022-07-18,-0.3073891625615763
2022-07-19,0.03201970443349753
2022-07-20,-0.14285714285714282
2022-07-21,-0.3147783251231526
2022-07-22,-0.5492610837438423
2022-07-25,-0.2113300492610837
2022-07-26,0.08522167487684727
2022-07-27,0.2743842364532019
2022-07-28,0.2748768472906403
2022-07-29,0.41674876847290626
2022-08-01,0.3261083743842364
2022-08-02,0.07438423645320195
2022-08-03,0.08916256157635466
2022-08-04,0.28866995073891616
2022-08-05,0.10394088669950736
2022-08-08,0.09753694581280786
2022-08-09,0.20886699507389156
2022-08-10,0.2817733990147782
2022-08-11,0.28275862068965507
2022-08-12,0.3162561576354679
2022-08-15,0.5147783251231526
2022-08-16,-0.02364532019704433
2022-08-17,0.4551724137931034
2022-08-18,0.0
2022-08-19,-0.038916256157635463
2022-08-22,0.07684729064039407
2022-08-23,-0.32561576354679794
2022-08-24,-0.2852216748768472
2022-08-25,0.1320197044334975
2022-08-26,0.04334975369458127
2022-08-29,0.20197044334975364
2022-08-30,0.30295566502463045
2022-08-31,0.04926108374384235
2022-09-01,-0.04088669950738915
2022-09-02,0.026108374384236445
2022-09-06,0.33349753694581274
2022-09-07,0.27684729064039404
2022-09-08,0.12068965517241378
2022-09-09,-0.005418719211822659
2022-09-12,0.10640394088669947
2022-09-13,0.06945812807881772
2022-09-14,-0.0502463054187192
2022-09-15,-0.3620689655172413
2022-09-16,-0.40985221674876837
2022-09-19,-0.22118226600985216
2022-09-20,-0.1133004926108374
2022-09-21,-0.05714285714285713
2022-09-22,-0.315270935960591
2022-09-23,-0.2615763546798029
2022-09-26,-0.11773399014778321
2022-09-27,-0.00689655172413793
2022-09-28,0.19162561576354678
2022-09-29,-0.07290640394088668
2022-09-30,0.29211822660098513
2022-10-03,0.49655172413793097
2022-10-04,-0.11625615763546797
2022-10-05,0.011822660098522165
