date,ic
2022-01-03,-0.04334975369458127
2022-01-04,0.28571428571428564
2022-01-05,0.27684729064039404
2022-01-06,0.02364532019704433
2022-01-07,-0.3827586206896551
2022-01-10,-0.4655172413793103
2022-01-11,-0.5694581280788177
2022-01-12,-0.4458128078817733
2022-01-13,-0.4625615763546797
2022-01-14,-0.34187192118226595
2022-01-18,-0.38423645320197036
2022-01-19,-0.4635467980295565
2022-01-20,-0.10443349753694578
2022-01-21,-0.005418719211822659
2022-01-24,0.3408866995073891
2022-01-25,0.019211822660098517
2022-01-26,0.00985221674876847
2022-01-27,0.0940886699507389
2022-01-28,-0.1615763546798029
2022-01-31,-0.4344827586206896
2022-02-01,-0.15172413793103445
2022-02-02,-0.02364532019704433
2022-02-03,-0.1275862068965517
2022-02-04,-0.5399014778325122
2022-02-07,-0.3458128078817733
2022-02-08,0.07142857142857141
2022-02-09,0.11921182266009848
2022-02-10,0.1763546798029556
2022-02-11,0.20492610837438419
2022-02-14,0.27044334975369455
2022-02-15,-0.03596059113300492
2022-02-16,-0.14778325123152705
2022-02-17,-0.4413793103448275
2022-02-18,-0.10738916256157634
2022-02-22,-0.05517241379310344
2022-02-23,-0.05320197044334973
2022-02-24,-0.08078817733990146
2022-02-25,-0.2428571428571428
2022-02-28,-0.18078817733990143
2022-03-01,-0.1571428571428571
2022-03-02,-0.021674876847290636
2022-03-03,-0.4310344827586206
2022-03-04,-0.4940886699507388
2022-03-07,0.1334975369458128
2022-03-08,0.18669950738916252
2022-03-09,0.33152709359605903
2022-03-10,0.30788177339901474
2022-03-11,0.44827586206896547
2022-03-14,0.5778325123152708
2022-03-15,0.6024630541871919
2022-03-16,0.04926108374384235
2022-03-17,0.16699507389162557
2022-03-18,0.10246305418719209
2022-03-21,0.09802955665024629
2022-03-22,-0.13054187192118222
2022-03-23,-0.002955665024630541
2022-03-24,-0.01379310344827586
2022-03-25,-0.19014778325123147
2022-03-28,-0.3753694581280787
2022-03-29,-0.23399014778325114
2022-03-30,-0.13842364532019702
2022-03-31,-0.17142857142857137
2022-04-01,0.10147783251231525
2022-04-04,-0.1763546798029556
