date,port_ret,bench_ret,turnover
2022-01-03,-0.04519847027005393,-0.019875068840175012,1.0
2022-01-10,-0.020297014599911112,-0.020332221370854383,0.8
2022-01-18,-0.05575301805214723,-0.04744294657307352,0.8
2022-01-25,0.052683912909502785,0.0453474268257244,1.0
2022-02-01,-2.4751352656826597e-05,-0.0011450753198792546,0.8
2022-02-08,-0.01017468953211289,-0.01285198708709318,0.6
2022-02-15,-0.0686252309592283,-0.05620810592797107,0.6
2022-02-23,0.06083305512250614,0.03509839673867919,0.4
2022-03-02,0.018963429540997546,-0.010208649544999959,0.8
2022-03-09,-0.008288760100220971,0.018422258654881812,0.8
2022-03-16,0.05118626700440125,0.028325521408232458,0.8
2022-03-23,0.028513629714422062,0.03300791961878706,0.6
2022-03-30,-0.0015966553520917915,-0.018752847004672585,1.0
2022-04-06,0.0019338445196852127,-0.006880239851858421,0.4
2022-04-13,-0.00695887629268308,-0.014951065132961551,0.8
2022-04-21,-0.027452255898604627,-0.034844950795183745,0.6
2022-04-28,-0.016244224263967412,-0.028843473857883543,0.8
2022-05-05,-0.08462029607833499,-0.05870460165312624,1.0
2022-05-12,-0.021723217900192448,0.0019297063587925842,0.6
2022-05-19,0.019686323286883668,0.041796640732672564,0.6
2022-05-26,0.024449060899947604,0.023772171188640747,0.6
2022-06-03,-0.07045729610253718,-0.046725407271374766,0.6
2022-06-10,-0.04660937157236158,-0.05925021313199981,0.6
2022-06-17,0.059859656740828715,0.057759454198449106,0.6
2022-06-27,-0.032779769267488934,-0.02255522491839687,1.0
2022-07-05,0.00315887161513555,-0.0018174722572053491,1.0
2022-07-12,0.03916566267775758,0.037669515984218034,0.6
2022-07-19,0.02235968688118879,0.006657941536165153,1.0
2022-07-26,0.06708856560069147,0.046005387364259236,0.8
2022-08-02,-0.013574059235789027,0.007084988884123191,1.0
2022-08-09,0.06647499621348882,0.043838872905378676,0.6
2022-08-16,-0.03188259928696926,-0.0338488498996691,0.8
2022-08-23,-0.02762088760922803,-0.03142820695524843,1.0
2022-08-30,0.004832381681114573,-0.004945276662580067,0.19999999999999996
2022-09-07,-0.0003311730490547449,-0.010192040207729918,0.8
2022-09-14,-0.04618720900808946,-0.03614828843259808,1.0
2022-09-21,-0.010742946179817414,-0.02136836293347747,0.6
2022-09-28,0.029049666605192793,0.014423197171960542,0.4
2022-10-05,-0.07093901720234223,-0.053333151637561825,0.8
2022-10-12,0.02477353294428415,0.04956144049317332,0.6
2022-10-19,0.022831544747295363,0.03739044260729824,1.0
2022-10-26,0.03109442873499062,-0.006624603097041906,0.8
2022-11-02,0.06599354004776814,0.010085552506236979,0.6
2022-11-09,0.05561105618571331,0.06388863108103635,0.8
2022-11-16,0.012310064127605224,0.014724420371928375,0.6
2022-11-23,0.008718894024602086,0.007207023848692628,0.4
2022-12-01,-0.030406504627470098,-0.02732748809314146,0.6
2022-12-08,0.00885272907022947,-0.013575700475779,1.0
2022-12-15,-0.015027919292583092,-0.017902793254157633,0.8
2022-12-22,0.028435261112906972,0.006358229966758519,1.0
2022-12-30,0.01289649498850356,0.014839173567418328,1.0
2023-01-09,0.033067767842432746,0.035526666312236624,0.8
2023-01-17,0.027112645297827486,0.010919580634188443,0.8
2023-01-24,0.05442179800820581,0.012429044969469375,0.6
2023-01-31,0.047659724947643034,0.015217473030896137,0.6
2023-02-07,0.00018714399693284812,-0.004993510908733196,0.4
2023-02-14,-0.022789252388625104,-0.036527244806261676,0.8
2023-02-22,-0.01744864337336327,-0.005024753264255287,0.4
2023-03-01,0.02708775782490238,0.008729103713604771,0.8
2023-03-08,-0.03140280184532553,-0.022285982555100656,0.8
2023-03-15,0.007472166357778143,0.008271015436432468,0.8
2023-03-22,0.016003910022505986,0.026120419530755692,0.8
2023-03-29,0.02155893942462821,0.019104429757236467,0.8
2023-04-05,0.006425342748959983,0.01192173463602063,0.8
2023-04-13,0.03908285311584816,-0.005127774347594042,0.4
2023-04-20,-0.01310690827523402,-0.0036182981945348525,0.8
2023-04-27,-0.007417076540202827,-0.02269960575177652,0.8
2023-05-04,0.018464964685778316,0.01822423185197256,0.8
2023-05-11,-1.6147272375666156e-05,0.013333531242320916,0.8
2023-05-18,0.034612145328117,-0.007721758524432354,1.0
2023-05-25,0.050142431504676434,0.03521307247022265,0.6
2023-06-02,-0.006273526259703921,0.010004239440893983,0.8
2023-06-09,0.021188681617998962,0.02028159076831305,0.6
2023-06-16,-0.04964452767224083,-0.021448607936687618,0.8
2023-06-26,0.06531620135304816,0.030759079078739437,0.4
2023-07-03,-0.01637255862888598,-0.009159625719227514,0.8
2023-07-11,0.05663023019424655,0.02682937144462835,0.8
2023-07-18,0.03285046528992317,0.018857981126081606,0.6
2023-07-25,0.00024071577207416262,0.005204631208046971,0.4
2023-08-01,-0.024472037513242693,-0.010949803195542148,0.4
2023-08-08,-0.02990242409285595,-0.013607836406676536,0.8
