date,ic
2022-01-03,-0.5995073891625615
2022-01-04,0.11231527093596057
2022-01-05,0.4576354679802954
2022-01-06,0.2980295566502463
2022-01-07,-0.30443349753694576
2022-01-10,-0.030541871921182254
2022-01-11,-0.19014778325123147
2022-01-12,-0.17783251231527092
2022-01-13,-0.28866995073891616
2022-01-14,-0.43891625615763535
2022-01-18,-0.3975369458128078
2022-01-19,-0.14778325123152705
2022-01-20,0.0083743842364532
2022-01-21,-0.20837438423645313
2022-01-24,0.070935960591133
2022-01-25,-0.12660098522167484
2022-01-26,-0.17980295566502458
2022-01-27,0.034482758620689655
2022-01-28,-0.20591133004926104
2022-01-31,-0.4310344827586206
2022-02-01,-0.19999999999999996
2022-02-02,-0.0625615763546798
2022-02-03,-0.3389162561576354
2022-02-04,-0.6581280788177338
2022-02-07,-0.38571428571428557
2022-02-08,-0.37586206896551716
2022-02-09,0.09113300492610836
2022-02-10,-0.06009852216748767
2022-02-11,-0.015270935960591127
2022-02-14,0.2945812807881773
2022-02-15,0.33990147783251223
2022-02-16,0.014285714285714282
2022-02-17,-0.013300492610837433
2022-02-18,0.15123152709359602
2022-02-22,0.225615763546798
2022-02-23,0.24187192118226594
2022-02-24,0.22709359605911325
2022-02-25,0.04581280788177339
2022-02-28,-0.043842364532019694
2022-03-01,-0.2679802955665024
2022-03-02,-0.17931034482758618
2022-03-03,-0.25665024630541866
2022-03-04,-0.24334975369458123
2022-03-07,-0.06995073891625614
2022-03-08,0.18965517241379307
2022-03-09,0.11182266009852214
2022-03-10,0.23596059113300488
2022-03-11,0.5133004926108373
2022-03-14,0.6251231527093595
2022-03-15,0.4310344827586206
2022-03-16,0.058128078817733984
2022-03-17,-0.05270935960591132
2022-03-18,-0.3068965517241379
2022-03-21,0.06600985221674875
2022-03-22,-0.18669950738916252
2022-03-23,0.014285714285714282
2022-03-24,0.22364532019704428
2022-03-25,0.0921182266009852
2022-03-28,-0.02118226600985221
2022-03-29,-0.032512315270935954
2022-03-30,-0.21970443349753688
2022-03-31,-0.1334975369458128
2022-04-01,0.13497536945812805
2022-04-04,0.09556650246305416
2022-04-05,0.1694581280788177
2022-04-06,-0.2660098522167487
2022-04-07,-0.29999999999999993
2022-04-08,-0.32118226600985217
2022-04-11,0.0901477832512315
2022-04-12,-0.5527093596059112
2022-04-13,-0.180295566502463
2022-04-14,-0.469950738916256
2022-04-18,-0.39014778325123145
2022-04-19,-0.3926108374384235
2022-04-20,-0.32561576354679794
2022-04-21,-0.3325123152709359
2022-04-22,0.251231527093596
2022-04-25,0.13694581280788173
2022-04-26,0.18768472906403935
2022-04-27,0.12216748768472901
2022-04-28,0.21379310344827585
2022-04-29,0.25665024630541866
2022-05-02,-0.11773399014778321
2022-05-03,-0.15911330049261077
2022-05-04,-0.19458128078817727
2022-05-05,0.031034482758620686
2022-05-06,-0.10788177339901475
2022-05-09,0.07684729064039407
2022-05-10,0.04679802955665024
2022-05-11,-0.35960591133004915
2022-05-12,-0.18965517241379307
2022-05-13,-0.12019704433497534
2022-05-16,-0.27241379310344827
2022-05-17,-0.08275862068965516
2022-05-18,-0.06206896551724137
2022-05-19,-0.10246305418719209
2022-05-20,0.2891625615763546
2022-05-23,0.04778325123152708
2022-05-24,0.18522167487684724
2022-05-25,0.28226600985221667
2022-05-26,-0.0901477832512315
2022-05-27,-0.1650246305418719
2022-05-31,-0.19802955665024624
2022-06-01,-0.19359605911330044
2022-06-02,-0.015270935960591127
2022-06-03,0.04581280788177339
2022-06-06,0.08423645320197042
2022-06-07,-0.08719211822660097
2022-06-08,-0.23251231527093594
2022-06-09,-0.2591133004926108
2022-06-10,-0.21527093596059108
2022-06-13,-0.044334975369458116
2022-06-14,0.0251231527093596
2022-06-15,-0.2448275862068965
2022-06-16,-0.251231527093596
2022-06-17,-0.12807881773399013
2022-06-21,-0.30246305418719205
2022-06-22,-0.45270935960591124
2022-06-23,-0.25172413793103443
2022-06-24,0.3433497536945812
2022-06-27,0.07339901477832511
2022-06-28,-0.1650246305418719
2022-06-29,-0.0817733990147783
2022-06-30,0.1334975369458128
2022-07-01,-0.2285714285714285
2022-07-05,-0.002955665024630541
2022-07-06,-0.16009852216748766
2022-07-07,0.14384236453201968
2022-07-08,-0.06896551724137931
2022-07-11,-0.24581280788177334
2022-07-12,-0.05467980295566501
2022-07-13,-0.28472906403940884
2022-07-14,-0.14433497536945808
2022-07-15,-0.21822660098522165
2022-07-18,-0.45172413793103444
2022-07-19,0.06059113300492609
2022-07-20,0.034482758620689655
2022-07-21,-0.26945812807881764
2022-07-22,-0.3748768472906403
2022-07-25,0.1527093596059113
2022-07-26,0.2157635467980295
2022-07-27,0.2389162561576354
2022-07-28,0.26059113300492603
2022-07-29,0.3408866995073891
2022-08-01,0.12413793103448274
2022-08-02,0.3098522167487684
2022-08-03,-0.009359605911330046
2022-08-04,0.025615763546798023
2022-08-05,0.000985221674876847
2022-08-08,0.5059113300492609
2022-08-09,0.47881773399014765
2022-08-10,0.2379310344827586
2022-08-11,-0.03201970443349753
2022-08-12,0.20394088669950733
2022-08-15,0.04630541871921181
2022-08-16,-0.1630541871921182
2022-08-17,0.24630541871921177
2022-08-18,0.06403940886699507
2022-08-19,-0.04334975369458127
2022-08-22,0.02068965517241379
2022-08-23,-0.10541871921182264
2022-08-24,-0.40689655172413786
2022-08-25,0.234975369458128
2022-08-26,0.0004926108374384235
2022-08-29,-0.2029556650246305
2022-08-30,-0.09310344827586205
2022-08-31,-0.25221674876847283
2022-09-01,0.08275862068965516
2022-09-02,0.08768472906403939
2022-09-06,-0.02118226600985221
2022-09-07,0.06157635467980294
2022-09-08,0.0566502463054187
2022-09-09,0.07192118226600984
2022-09-12,0.1862068965517241
2022-09-13,0.1334975369458128
2022-09-14,0.042857142857142844
2022-09-15,0.04581280788177339
2022-09-16,-0.11231527093596057
2022-09-19,0.15418719211822657
2022-09-20,0.34926108374384224
2022-09-21,-0.051231527093596047
2022-09-22,-0.13842364532019702
2022-09-23,-0.33300492610837434
2022-09-26,-0.2985221674876847
2022-09-27,-0.012315270935960588
2022-09-28,0.38177339901477825
2022-09-29,0.251231527093596
2022-09-30,0.17142857142857137
2022-10-03,-0.16995073891625612
2022-10-04,-0.13004926108374382
2022-10-05,-0.18177339901477826
2022-10-06,-0.10295566502463052
2022-10-07,0.1689655172413793
2022-10-10,0.18522167487684724
2022-10-11,0.12857142857142856
2022-10-12,0.10443349753694578
2022-10-13,0.07931034482758618
2022-10-14,-0.05911330049261083
2022-10-17,-0.12216748768472901
2022-10-18,0.37290640394088664
2022-10-19,0.18669950738916252
2022-10-20,-0.09458128078817732
2022-10-21,-0.08275862068965516
2022-10-24,0.07487684729064037
2022-10-25,0.05763546798029554
2022-10-26,-0.04778325123152708
2022-10-27,-0.16650246305418717
2022-10-28,-0.1576354679802955
2022-10-31,-0.2029556650246305
2022-11-01,0.20788177339901473
2022-11-02,0.11231527093596057
2022-11-03,0.07980295566502461
2022-11-04,0.17931034482758618
2022-11-07,0.3541871921182265
2022-11-08,0.37389162561576345
2022-11-09,0.5536945812807881
2022-11-10,0.1364532019704433
2022-11-11,0.015763546798029552
2022-11-14,-0.14778325123152705
2022-11-15,-0.26305418719211815
2022-11-16,-0.2374384236453201
2022-11-17,-0.2157635467980295
2022-11-18,-0.12857142857142856
2022-11-21,0.1295566502463054
2022-11-22,0.09261083743842362
2022-11-23,0.27044334975369455
2022-11-25,-0.15369458128078814
2022-11-28,-0.083743842364532
2022-11-29,0.2527093596059113
2022-11-30,-0.0354679802955665
2022-12-01,0.10640394088669947
2022-12-02,-0.12610837438423642
2022-12-05,-0.13743842364532016
2022-12-06,0.12364532019704431
2022-12-07,0.05369458128078817
2022-12-08,-0.0940886699507389
2022-12-09,-0.21379310344827585
2022-12-12,-0.10541871921182264
2022-12-13,0.028571428571428564
2022-12-14,-0.21921182266009848
2022-12-15,-0.13448275862068965
2022-12-16,0.0
2022-12-19,-0.10443349753694578
2022-12-20,-0.031527093596059104
2022-12-21,-0.4778325123152708
2022-12-22,-0.10591133004926105
2022-12-23,-0.05911330049261083
2022-12-27,-0.06798029556650244
2022-12-28,-0.22315270935960585
2022-12-29,-0.1088669950738916
2022-12-30,0.3655172413793103
2023-01-03,0.11428571428571425
2023-01-04,-0.024137931034482755
2023-01-05,0.14729064039408865
2023-01-06,-0.13448275862068965
2023-01-09,-0.015270935960591127
2023-01-10,-0.5236453201970442
2023-01-11,-0.35320197044334967
2023-01-12,-0.16009852216748766
2023-01-13,-0.3827586206896551
2023-01-17,-0.21970443349753688
2023-01-18,-0.1403940886699507
2023-01-19,-0.22463054187192114
2023-01-20,-0.3438423645320196
2023-01-23,0.02118226600985221
2023-01-24,-0.09162561576354677
2023-01-25,-0.07684729064039407
2023-01-26,-0.12906403940886696
2023-01-27,0.2162561576354679
2023-01-30,0.3389162561576354
2023-01-31,0.11083743842364528
2023-02-01,-0.14532019704433494
2023-02-02,-0.09802955665024629
2023-02-03,-0.35566502463054184
2023-02-06,-0.23399014778325114
2023-02-07,-0.34827586206896544
2023-02-08,-0.280295566502463
2023-02-09,-0.20049261083743838
2023-02-10,-0.13596059113300488
2023-02-13,0.017241379310344827
